"records__id","records__createdTime","records__fields__Fundraising Round","records__fields__Date","records__fields__Amount","records__fields__Announcement ","records__fields__Stage","records__fields__Investors__001","records__fields__Investors__002","records__fields__Investors__003","records__fields__Investors__004","records__fields__Investors__005","records__fields__Investors__006","records__fields__Investors__007","records__fields__Investors__008","records__fields__Investors__009","records__fields__Investors__010","records__fields__Investors__011","records__fields__Investors__012","records__fields__Investors__013","records__fields__Investors__014","records__fields__Investors__015","records__fields__Company__-","records__fields__Type (Stage)","records__fields__Source__label","records__fields__Source__url","records__fields__Category__-","records__fields__Sector__-","records__fields__Sector (from Company)__-","records__fields__Category (from Company)__-","offset"
"recJu2RU4dPEfush7","2025-03-17T18:06:15.000Z","Firefly – Series C","2023-11-10","300000000","https://fireflyspace.com/news/firefly-aerospace-closes-third-tranche-of-series-c-round-reaching-approximately-300-million-of-financing-to-date/","Late Stage Venture","recvswzGBEOOvaW0K","recZdCT4xu14eKIjL","","","","","","","","","","","","","","recrPuPcemcmCbl8E","Series C","↗","https://fireflyspace.com/news/firefly-aerospace-closes-third-tranche-of-series-c-round-reaching-approximately-300-million-of-financing-to-date/","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recKDTpcOUqX0OQAQ","2025-04-02T17:22:12.000Z","REGENT – Series A","2023-10-05","60000000","https://www.regentcraft.com/news/regent-raises-60m-series-a-to-define-new-era-of-sustainable-transportation","Early Stage Venture","rec7jZlB9vhFJJUWJ","recGzauRoov9AeqdU","recbYOexV4qrmnkDm","recfYkDxwoHoj1XHV","recbpvHmME3GdXWLx","recYvSoNgbossvLlR","recDtmxZfkMJF2pWx","recH3k2G6pXulx6x4","recv43gwdZvsIscop","rec2zL46V0y4mgAjp","","","","","","recstc0yBh8guRP7o","Series A","↗","https://www.regentcraft.com/news/regent-raises-60m-series-a-to-define-new-era-of-sustainable-transportation","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"recKR4bPBsxr80qNy","2025-03-21T16:53:13.000Z","TurbineOne – Series A","2024-03-27","15000000","https://www.businesswire.com/news/home/20240327066760/en/TurbineOne-Raises-%2415M-in-Series-A-Funding-Round","Early Stage Venture","recg43qSL3iEwNxIn","recAxVoxCVvfFGbJx","recmSQaLZOOSx5ueh","rec3baywzI7MGPZWV","","","","","","","","","","","","rec5cYIhEy6uH8yVa","Series A","↗","https://www.businesswire.com/news/home/20240327066760/en/TurbineOne-Raises-%2415M-in-Series-A-Funding-Round","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recKR7ZPLOdHBt7k7","2025-03-07T19:22:15.000Z","Saronic – Series B","2024-07-19","175000000","https://www.prnewswire.com/news-releases/saronic-raises-175-million-in-series-b-funding-valuing-company-at-1-billion-302201280.html","Early Stage Venture","recZmfr98DI6XMvbN","recDtmxZfkMJF2pWx","reccTnWWnqOapE9LG","recexqLSn9yjhPdyP","rec06dhnK5vnO79xO","","","","","","","","","","","rec0Yyo4zatqEJdTj","Series B","↗","https://www.prnewswire.com/news-releases/saronic-raises-175-million-in-series-b-funding-valuing-company-at-1-billion-302201280.html","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"recKpxBo8pH53kgmM","2025-03-19T22:10:41.000Z","Orbit Fab – Undisclosed","2021-09-07","10000000","https://www.orbitfab.com/news/lm-ng-investment/","Miscellaneous","recfYkDxwoHoj1XHV","recR9kx8NtdZ6TzpE","recGFMWrE5O9ubKON","rechkwzo54rBwFvAi","recfPfC5bKaCLkCYk","recRVxRQhhrPS9d5W","","","","","","","","","","rec0kh559jOozBJZQ","Undisclosed","↗","https://www.orbitfab.com/news/lm-ng-investment/","recVXgbGCCmryjUeM","reczCf603xnzrW5w1","reczCf603xnzrW5w1","recVXgbGCCmryjUeM",""
"recKv2NbbclJye6Eh","2025-03-13T17:40:18.000Z","K2 Space – Series A","2024-02-13","50000000","https://www.cnbc.com/2024/02/13/startup-k2-space-raises-50-million.html","Early Stage Venture","recuTPxuINugi3JYz","recLsG7f7qqC8KxuU","","","","","","","","","","","","","","recn8335qeKsipGcl","Series A","↗","https://www.cnbc.com/2024/02/13/startup-k2-space-raises-50-million.html","recVXgbGCCmryjUeM","reczCf603xnzrW5w1","reczCf603xnzrW5w1","recVXgbGCCmryjUeM",""
"recLGPDfDm3bv4QLH","2025-03-05T22:16:54.000Z","Hidden Level – Series B","2024-08-01","35000000","https://www.hiddenlevel.com/thought-leadership/hidden-level-secures-100m-to-advance-national-security","Early Stage Venture","recf4JRVCIwpllqBS","reck2NDgtWAd3qMFw","recn01BqGblrr0oDA","recTPeBPKlKRT1GK4","recdEhmfBvZ2GPtaQ","","","","","","","","","","","reczhCxapYJ2v6JRj","Series B","↗","https://www.hiddenlevel.com/thought-leadership/hidden-level-secures-100m-to-advance-national-security","recpyzqQCE1YWMU9O","rec4xxrjaPbNq6f1u","rec4xxrjaPbNq6f1u","recpyzqQCE1YWMU9O",""
"recLfA0HwXhmMSIeV","2025-03-07T16:32:06.000Z","Anduril Industries – Series A","2018-05-01","41000000","https://www.wired.com/story/palmer-luckey-anduril-border-wall/","Early Stage Venture","recGzauRoov9AeqdU","","","","","","","","","","","","","","","rec6jsbKlE5JTwPMx","Series A","↗","https://www.wired.com/story/palmer-luckey-anduril-border-wall/","recuShUrIV9xrXGLE","","","recuShUrIV9xrXGLE",""
"recLn5CDcvGj2vqzr","2025-03-13T18:24:14.000Z","Primer – Series B","2018-11-15","40000000","https://primer.ai/news/primer-adds-usd40m-to-expand-team-language-capabilities-and-enter-new/","Early Stage Venture","recgwY9lunJDGn48A","recN3H0C2DC00j14k","recNlntZkuNU6hPwb","recI2OZMYPxqbI66I","rec6CUA1rqXgx3csz","recdNfAkqioHgzsAw","recY4aJVWIemRL8bL","recK2XmCY7bNkxYBp","recu0eQfcH16sCOvr","recphSq4u0qUDbrUr","","","","","","recJoWJaOmNx9FQTo","Series B","↗","https://primer.ai/news/primer-adds-usd40m-to-expand-team-language-capabilities-and-enter-new/","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recLybn0y241dhzXm","2025-03-06T22:13:24.000Z","Armada – Series A","2023-12-11","55000000","https://www.businesswire.com/news/home/20231211233103/en/Armada-Raises-More-Than-55M-to-Bridge-the-Digital-Divide","Early Stage Venture","recGzauRoov9AeqdU","rec7qx2QUkJnLsgOI","recgwY9lunJDGn48A","rec7jZlB9vhFJJUWJ","recsQTeJVSmgCOETD","rec3RWXXCtrGJSxeJ","recdEhmfBvZ2GPtaQ","rec3PacCK4mmBWZSU","recROajWA8lFFr0HG","recy6OZacMulIaWgP","reccTnWWnqOapE9LG","","","","","rec2tpRiVBnmhHHwp","Series A","↗","https://www.businesswire.com/news/home/20231211233103/en/Armada-Raises-More-Than-55M-to-Bridge-the-Digital-Divide","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recMJxwsV9zeUOZeM","2025-03-19T00:34:29.000Z","Applied Intuition – Series E","2024-03-12","250000000","https://www.prnewswire.com/news-releases/applied-intuition-inc-grows-to-6-billion-valuation-securing-250-million-in-series-e-funding-to-advance-vehicle-software-and-ai-capabilities-302086239.html","Late Stage Venture","recANQe5evRSBMFDS","recexqLSn9yjhPdyP","recBEJPZbYRnr3Hpi","recZmfr98DI6XMvbN","recj33oP2ndWNbQyD","recQP23wsw0RsbThn","rectDUogyMQFeV93u","recbx6snvJPyCB867","rec6mMcouybE5PQzb","rechJzqVwlmxTScze","recH0ZbdcyXqh2glC","rec8JiIURiEWCRUZn","","","","recUYFBRH0jKtbVbs","Series E","↗","https://www.prnewswire.com/news-releases/applied-intuition-inc-grows-to-6-billion-valuation-securing-250-million-in-series-e-funding-to-advance-vehicle-software-and-ai-capabilities-302086239.html","recuShUrIV9xrXGLE","reciu5ST3fEX65k4T","reciu5ST3fEX65k4T","recuShUrIV9xrXGLE",""
"recMQEMkCieO0pBXI","2025-03-18T23:05:59.000Z","Rocket Lab – Series B","2015-03-31","0","https://www.rocketlabusa.com/updates/rocket-lab-developer-of-the-electron-orbital-vehicle-closes-series-b-round-2/","Early Stage Venture","recg43qSL3iEwNxIn","rec28VES0eiWren0e","recxkbWbIQUW3MfSt","recfYkDxwoHoj1XHV","","","","","","","","","","","","recOzrWsldJfiMCr4","Series B","↗","https://www.rocketlabusa.com/updates/rocket-lab-developer-of-the-electron-orbital-vehicle-closes-series-b-round-2/","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recMjresYgGuk0GHu","2025-03-21T17:05:22.000Z","Varda – Series B","2024-04-05","90000000","https://www.prnewswire.com/news-releases/varda-announces-90-million-series-b-funding-to-build-factories-in-space-302108949.html","Early Stage Venture","recDtmxZfkMJF2pWx","recgwY9lunJDGn48A","recGzauRoov9AeqdU","rec28VES0eiWren0e","","","","","","","","","","","","recuaeYuZtnx41TF1","Series B","↗","https://www.prnewswire.com/news-releases/varda-announces-90-million-series-b-funding-to-build-factories-in-space-302108949.html","recLSNFkL4Mx5vIAj","recu1BZw3cCaj0pqj","recu1BZw3cCaj0pqj","recLSNFkL4Mx5vIAj",""
"recMlrJRBbYuwscdD","2025-03-19T00:34:44.000Z","Applied Intuition – Series D","2021-11-11","175000000","https://www.prnewswire.com/news-releases/applied-intuition-raises-175m-series-d-co-led-by-elad-gil-addition-and-coatue-management-at-3-6b-valuation-301422396.html","Late Stage Venture","recexqLSn9yjhPdyP","recLZimrIpsN6U95G","recc5nAyS8fFy8kUp","recVgyT9V0S8IZ0Tk","recZmfr98DI6XMvbN","recj33oP2ndWNbQyD","recgwY9lunJDGn48A","","","","","","","","","recUYFBRH0jKtbVbs","Series D","↗","https://www.prnewswire.com/news-releases/applied-intuition-raises-175m-series-d-co-led-by-elad-gil-addition-and-coatue-management-at-3-6b-valuation-301422396.html","recuShUrIV9xrXGLE","reciu5ST3fEX65k4T","reciu5ST3fEX65k4T","recuShUrIV9xrXGLE",""
"recNgCqQ6lFlldbhP","2025-03-17T18:06:19.000Z","Firefly – Series D","2024-11-12","175000000","https://fireflyspace.com/news/firefly-aerospace-closes-oversubscribed-175-million-series-d-capital-raise-with-new-lead-investor/","Late Stage Venture","recjaJaEHShyY6Vdk","recZAdaRgcEhKfazn","recSNkAY8F9pq9Dni","","","","","","","","","","","","","recrPuPcemcmCbl8E","Series D","↗","https://fireflyspace.com/news/firefly-aerospace-closes-oversubscribed-175-million-series-d-capital-raise-with-new-lead-investor/","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recOCcmGZcGU0g8Se","2025-03-07T23:25:27.000Z","Air Space Intelligence – Series B","2023-12-07","34000000","https://www.globenewswire.com/news-release/2023/12/07/2792534/0/en/Air-Space-Intelligence-Secures-34M-Series-B-Financing-Led-by-a16z.html","Early Stage Venture","recK2XmCY7bNkxYBp","recJtDSfNovLKWY7i","rec0otaBHexlaRAAy","recZmfr98DI6XMvbN","","","","","","","","","","","","recI39qDzbjCeoStc","Series B","↗","https://www.globenewswire.com/news-release/2023/12/07/2792534/0/en/Air-Space-Intelligence-Secures-34M-Series-B-Financing-Led-by-a16z.html","recuShUrIV9xrXGLE","recEot4SDR5eKe31b","recEot4SDR5eKe31b","recuShUrIV9xrXGLE",""
"recOtfOuDtK0aP7G5","2025-03-17T23:42:27.000Z","HavocAI – Seed","2024-09-20","11000000","https://www.prnewswire.com/news-releases/havocai-closes-11m-seed-round-to-revolutionize-autonomous-uncrewed-surface-vessel-operations-302254210.html","Seed","rec8zsSMMtGEIhhvt","recd2I4tg1ZvVcB7c","reckCWm8LEtn694nW","recofnFqSdRzGGI3w","recDs3IzhBDuVnRSU","recEAZBo7dgIO1Y6K","recdlWlhuUCehKFEH","recyCec8kQInl4Glq","","","","","","","","rec5pzP08DBSPhaYX","Seed","↗","https://www.prnewswire.com/news-releases/havocai-closes-11m-seed-round-to-revolutionize-autonomous-uncrewed-surface-vessel-operations-302254210.html","reck9rb9NUDRVYQm5","recApW4w70x92IwWB","recApW4w70x92IwWB","reck9rb9NUDRVYQm5",""
"recOvxdW62gBHJBA9","2025-03-05T22:23:59.000Z","Hidden Level – Series A","2021-06-23","17600000","https://www.hiddenlevel.com/thought-leadership/hidden-level-raises-17-6-million-in-series-a-funding","Early Stage Venture","recUSQYd6wGqho6iF","recfYkDxwoHoj1XHV","rectzwOEmD3wsBfNX","recIPhsqspv8ZpZxB","rec9kLTdc3qwepzdG","recf4JRVCIwpllqBS","","","","","","","","","","reczhCxapYJ2v6JRj","Series A","↗","https://www.hiddenlevel.com/thought-leadership/hidden-level-raises-17-6-million-in-series-a-funding","recpyzqQCE1YWMU9O","rec4xxrjaPbNq6f1u","rec4xxrjaPbNq6f1u","recpyzqQCE1YWMU9O",""
"recP9Rq39r3erj8YE","2025-03-06T20:05:08.000Z","Skydio – Series A","2016-01-15","25000000","https://web.archive.org/web/20160331110451/http://www.skydio.com/blog/2016/01/series-a/","Early Stage Venture","recZmfr98DI6XMvbN","receRUE1OeDjrszvo","","","","","","","","","","","","","","recN7l5hjhx4FJObv","Series A","↗","https://web.archive.org/web/20160331110451/http://www.skydio.com/blog/2016/01/series-a/","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recPAfUwH9cDeNYyu","2025-03-19T21:27:51.000Z","Morpheus Space – Series A","2022-09-14","28000000","https://www.prnewswire.com/news-releases/satellite-mobility-ecosystem-provider-morpheus-space-raises-28m-in-series-a-301624261.html","Early Stage Venture","recLsG7f7qqC8KxuU","recM4PmthASAkDDIr","recWIjYHXZlanV3tC","recdtewg4DkNpVFPR","recphSq4u0qUDbrUr","rec3baywzI7MGPZWV","rechgxSeibnWiyWpL","","","","","","","","","recGRnYcaPFiDd2AW","Series A","↗","https://www.prnewswire.com/news-releases/satellite-mobility-ecosystem-provider-morpheus-space-raises-28m-in-series-a-301624261.html","recVXgbGCCmryjUeM","reczCf603xnzrW5w1","reczCf603xnzrW5w1","recVXgbGCCmryjUeM",""
"recPOwomUY2XsL22u","2025-03-07T16:35:16.000Z","Anduril Industries – Series F","2024-08-07","1500000000","https://www.anduril.com/article/anduril-raises-usd1-5-billion-to-rebuild-the-arsenal-of-democracy/","Late Stage Venture","recGzauRoov9AeqdU","recHttWCzcPky7YJY","recxZknYwWJJxdecI","recE5Fdpp79N7zKFs","recUNelPR29ydQo6Q","rechP5EeaKR9W28PE","recuSCIYByAVwCYlf","","","","","","","","","rec6jsbKlE5JTwPMx","Series F","↗","https://www.anduril.com/article/anduril-raises-usd1-5-billion-to-rebuild-the-arsenal-of-democracy/","recuShUrIV9xrXGLE","","","recuShUrIV9xrXGLE",""
"recPwQpi5HSpuvPef","2025-03-19T20:14:49.000Z","Impulse Space – Seed","2022-03-29","20000000","https://www.impulsespace.com/updates/impulse-space-propulsion-secures-20m-in-seed-round-led-by-founders-fund","Seed","recGzauRoov9AeqdU","","","","","","","","","","","","","","","rec1N9LDpw5Qub0QG","Seed","↗","https://www.impulsespace.com/updates/impulse-space-propulsion-secures-20m-in-seed-round-led-by-founders-fund","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recQ91rsUJ1C0J1TP","2025-03-13T19:40:52.000Z","Fortem Technologies – Series A","2018-03-15","15000000","https://fortemtech.com/press-releases/2018-03-15-fortem-raises-15m-series-a/","Early Stage Venture","recI2OZMYPxqbI66I","recDQQV744LM7mMJb","recNlntZkuNU6hPwb","rec63Jw4nhGAeW7FI","recpG7YIlptqFKygD","rec1bzZjwmUtSF4Fc","","","","","","","","","","recnzfeFnkfYWYCwY","Series A","↗","https://fortemtech.com/press-releases/2018-03-15-fortem-raises-15m-series-a/","recpyzqQCE1YWMU9O","recs326vFiukl29xA","recs326vFiukl29xA","recpyzqQCE1YWMU9O",""
"recQ97gI1z94a1veg","2025-03-06T23:11:07.000Z","Elroy Air – Undisclosed","","0","https://elroyair.com/company/news/press-releases/new-ceo-and-financing-announcement/","","rec8KlFrIjSek97qy","","","","","","","","","","","","","","","recJdhWCQrFlhi92V","Undisclosed","↗","https://elroyair.com/company/news/press-releases/new-ceo-and-financing-announcement/","","","","",""
"recQA9JSy1x1D1iKS","2025-03-19T21:59:27.000Z","Radian Aerospace – Seed","2022-01-19","27500000","https://www.prnewswire.com/news-releases/radian-aerospace-emerges-from-stealth-announces-seed-funding-led-by-fine-structure-ventures-301463373.html","Seed","rec6LWJi8wT4dt3gE","recB0SyxLpAUxemxg","rectBJzMQ2J5ZL4XO","recWnP3Qw3fpIraqW","rechkwzo54rBwFvAi","recdDggiBGuwfvMfg","recs9Xgi0uo70dPdy","rec9FInCQJ1DO0Kkl","recqEraXvCGZIiYws","","","","","","","rectPCEEL0F3aEYZu","Seed","↗","https://www.prnewswire.com/news-releases/radian-aerospace-emerges-from-stealth-announces-seed-funding-led-by-fine-structure-ventures-301463373.html","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recQE3KDxTt0l3i7w","2025-03-06T19:56:51.000Z","Skydio – Extension","2024-11-15","170000000","https://techcrunch.com/2024/11/15/drone-manufacturer-skydio-raises-170-million-extension-round/","Miscellaneous","recFIrbfKCZ8UqjVA","recRAQy7trFmyjgkC","rec3dt1YLWkru7bpC","","","","","","","","","","","","","recN7l5hjhx4FJObv","Extension","↗","https://techcrunch.com/2024/11/15/drone-manufacturer-skydio-raises-170-million-extension-round/","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recQjVtQkGBcSiL2k","2025-03-05T22:03:58.000Z","Onebrief – Series C","2025-02-10","50000000","https://www.onebrief.com/content-hub/series-c-announcement","Late Stage Venture","recj33oP2ndWNbQyD","reczEHNFntDoj1Efi","recDtmxZfkMJF2pWx","recb1tIKGbMt3Li6v","rectDUogyMQFeV93u","","","","","","","","","","","recoydiR9hm01g8Js","Series C","↗","https://www.onebrief.com/content-hub/series-c-announcement","recuShUrIV9xrXGLE","reciu5ST3fEX65k4T","reciu5ST3fEX65k4T","recuShUrIV9xrXGLE",""
"recRRxgeHZ0PRBnFy","2025-03-13T21:51:09.000Z","Neros – Seed","2024-05-20","10900000","https://medium.com/@sorenma/neros-closes-10-9m-opens-new-factory-13f75df7f059","Seed","recaQYtCFRyQPukgZ","recaQjNkLwptWDDV0","rec5EhgQWKWjNFvz7","rechSQ98j73eEhbvx","rec6EnNhGnIWf7Gwa","rec0aGOzO5hTjpPYs","recloB77THIFy2Uuq","","","","","","","","","recMDzhhhYCSGjvpO","Seed","↗","https://medium.com/@sorenma/neros-closes-10-9m-opens-new-factory-13f75df7f059","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recRpVuxcb3ldvu7S","2025-03-17T21:53:24.000Z","Esper Satellite Imagery – Pre-Seed","2024-03-04","1000000","https://techcrunch.com/2024/03/04/espers-first-hyperspectral-demonstrator-satellite-lifts-off-on-spacex-rocket/","Seed","recRxSf2instXhk68","recyiVQKbK832hKtD","recaWV0lsbHmNF8kh","","","","","","","","","","","","","recDGV4FyDzq6Awh7","Pre-Seed","↗","https://techcrunch.com/2024/03/04/espers-first-hyperspectral-demonstrator-satellite-lifts-off-on-spacex-rocket/","recVXgbGCCmryjUeM","recbNSQvv1IdUAXMq","recbNSQvv1IdUAXMq","recVXgbGCCmryjUeM",""
"recSCn3ou2PnXPTtD","2025-03-13T19:52:20.000Z","Fortem Technologies – Seed","2017-05-06","5500000","https://techcrunch.com/2017/05/06/fortem-raises-5-5-million-to-hunt-and-take-down-unwanted-drones/","Seed","rec1bzZjwmUtSF4Fc","recI2OZMYPxqbI66I","","","","","","","","","","","","","","recnzfeFnkfYWYCwY","Seed","↗","https://techcrunch.com/2017/05/06/fortem-raises-5-5-million-to-hunt-and-take-down-unwanted-drones/","recpyzqQCE1YWMU9O","recs326vFiukl29xA","recs326vFiukl29xA","recpyzqQCE1YWMU9O",""
"recSDi26tBte3kA2y","2025-03-07T22:21:01.000Z","HawkEye 360 – Series D","2021-11-08","145000000","https://www.he360.com/hawkeye-360-raises-145-million-in-series-d-round-to-expand-dominance-of-the-commercial-radio-frequency-geoint-market/","Late Stage Venture","reczEHNFntDoj1Efi","recuPiC1GkmVZbecS","recetuFX7PVHczVqW","recRjr5ftNCvmwiys","recq74Gyf3g2nQsCY","recCs9KlVHrqW8eKO","recdtRyXjep443zer","recyCec8kQInl4Glq","recfXeqPN4Rsv2Cf7","recZyaUPRYlR0XBGa","rec06dhnK5vnO79xO","recsIGGm98O03Hyva","rec7qx2QUkJnLsgOI","recOhytkPlzXD5c6g","","recdj7iXjiRgvJ2nI","Series D","↗","https://www.he360.com/hawkeye-360-raises-145-million-in-series-d-round-to-expand-dominance-of-the-commercial-radio-frequency-geoint-market/","recVXgbGCCmryjUeM","recbNSQvv1IdUAXMq","recbNSQvv1IdUAXMq","recVXgbGCCmryjUeM",""
"recSEz74CJXEiiiRr","2025-03-19T20:14:38.000Z","Impulse Space – Series A","2023-07-24","45000000","https://www.impulsespace.com/updates/impulse-space-secures-dollar45m-in-series-a-funding-round","Early Stage Venture","rechnturEBzk5jlLb","recGzauRoov9AeqdU","recgwY9lunJDGn48A","recdtewg4DkNpVFPR","recDWWjyNPylP9DPs","","","","","","","","","","","rec1N9LDpw5Qub0QG","Series A","↗","https://www.impulsespace.com/updates/impulse-space-secures-dollar45m-in-series-a-funding-round","recVXgbGCCmryjUeM","recysV1dDK9D0NT31","recysV1dDK9D0NT31","recVXgbGCCmryjUeM",""
"recSjWL7en3SNhCdl","2025-03-17T22:47:58.000Z","Pilgrim – Pre-Seed","2025-03-17","3250000","https://www.piratewires.com/p/creating-supersoldiers-and-curbing-biothreats","Seed","recJCP3aR3YjKBp1g","recaQjNkLwptWDDV0","recdPJv9d9Dku6zcr","","","","","","","","","","","","","rec5zzUU2sNANGHLr","Pre-Seed","↗","https://www.piratewires.com/p/creating-supersoldiers-and-curbing-biothreats","recLSNFkL4Mx5vIAj","recFImHxr4Owiarby","recFImHxr4Owiarby","recLSNFkL4Mx5vIAj",""
"recT6JBnPMJEmD5qd","2025-03-06T22:31:26.000Z","Mach Industries – Series A","2023-10-04","79000000","https://techcrunch.com/2023/10/04/defense-startup-mach-industries-closes-79m-series-a-at-335m-valuation/","Early Stage Venture","recel410N5zZUNRd6","rec2BRkBPo4GfwbRi","recI2OZMYPxqbI66I","","","","","","","","","","","","","rechMtCVsas5dzXFK","Series A","↗","https://techcrunch.com/2023/10/04/defense-startup-mach-industries-closes-79m-series-a-at-335m-valuation/","reck9rb9NUDRVYQm5","recxDRZMpAit2jx2p","recxDRZMpAit2jx2p","reck9rb9NUDRVYQm5",""
"recTyD73gBYFPrDh1","2025-03-13T22:08:11.000Z","ZeroMark – Seed","2024-05-29","7000000","https://www.businesswire.com/news/home/20240529043192/en/ZeroMark-Secures-7M-in-Seed-Funding-for-%e2%80%9cHandheld-Iron-Dome%e2%80%9d","Seed","recV99WP4BnoFTPMs","recZmfr98DI6XMvbN","","","","","","","","","","","","","","recNfKNOkkZPeemgr","Seed","↗","https://www.businesswire.com/news/home/20240529043192/en/ZeroMark-Secures-7M-in-Seed-Funding-for-%e2%80%9cHandheld-Iron-Dome%e2%80%9d","recnikZjj0rLnQKC5","recG3Dipb0iJYDkDY","recG3Dipb0iJYDkDY","recnikZjj0rLnQKC5",""
